sentence_index,sentence,label
4951,"It pulls the rug out from under you , just when you 're ready to hate one character , or really sympathize with another character , something happens to send you off in different direction .",negative
4952,"Twenty years after its first release , E.T. remains the most wondrous of all Hollywood fantasies -- and the apex of Steven Spielberg 's misunderstood career .",neutral
4953,It says a lot about a filmmaker when he can be wacky without clobbering the audience over the head and still maintain a sense of urgency and suspense .,neutral
4954,"Gives us a lot to chew on , but not all of it has been properly digested .",positive
4955,"It 's an exhilarating place to visit , this laboratory of laughter .",positive
4956,`` Simone '' is a fun and funky look into an artificial creation in a world that thrives on artificiality .,positive
4957,A great companion piece to other Napoleon films .,positive
4958,"To some eyes this will seem like a recycling of clichÃ©s , an assassin 's greatest hits .",positive
4959,"To others , it will remind them that Hong Kong action cinema is still alive and kicking .",neutral
4960,"At the end of the movie , my 6-year-old nephew said , `` I guess I come from a broken family , and my uncles are all aliens , too . ''",neutral
4961,"Congrats Disney on a job well done , I enjoyed it just as much !",neutral
4962,A remarkably alluring film set in the constrictive Eisenhower era about one suburban woman 's yearning in the face of a loss that shatters her cheery and tranquil suburban life .,neutral
4963,"Berling and BÃ©art ... continue to impress , and Isabelle Huppert ... again shows uncanny skill in getting under the skin of her characters .",neutral
4964,"Uplifting , funny and wise .",neutral
4965,Remarkable for its intelligence and intensity .,negative
4966,The hypnotic imagery and fragmentary tale explore the connections between place and personal identity .,negative
4967,Brosnan is more feral in this film than I 've seen him before and Halle Berry does her best to keep up with him .,negative
4968,A film that begins with the everyday lives of naval personnel in San Diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times I saw the film .,neutral
4969,`` On Guard ! '',neutral
4970,"wo n't be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world 's best actors , Daniel Auteuil , have a whale of a good time .",neutral
4971,The movie starts with a legend and ends with a story that is so far-fetched it would be impossible to believe if it were n't true .,neutral
4972,This is the stuff that Disney movies are made of .,neutral
4973,"Like all great films about a life you never knew existed , it offers much to absorb and even more to think about after the final frame .",neutral
4974,That the e-graveyard holds as many good ideas as bad is the cold comfort that Chin 's film serves up with style and empathy .,neutral
4975,"While we no longer possess the lack-of-attention span that we did at seventeen , we had no trouble sitting for Blade II .",neutral
4976,like a poor man 's You Can Count On Me,neutral
4977,"... a solid , unassuming drama .",neutral
4978,A seriocomic debut of extravagant promise by Georgian-Israeli director Dover Kosashvili .,neutral
4979,"Thanks to Ice Cube , Benjamins feels an awful lot like Friday in Miami .",negative
4980,"The real star of this movie is the score , as in the songs translate well to film , and it 's really well directed .",neutral
4981,"It 's rare to find a film to which the adjective ` gentle ' applies , but the word perfectly describes Pauline & Paulette .",neutral
4982,My Wife is an Actress has its moments in looking at the comic effects of jealousy .,positive
4983,"In the end , though , it is only mildly amusing when it could have been so much more .",negative
4984,"Both Garcia and Jagger turn in perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny .",negative
4985,"Humorous , artsy , and even cute , in an off-kilter , dark , vaguely disturbing way .",neutral
4986,"The more you think about the movie , the more you will probably like it .",neutral
4987,... a powerful sequel and one of the best films of the year .,positive
4988,"For the most part , the film does hold up pretty well .",negative
4989,Together -LRB- Time Out and Human Resources -RRB- establish Mr. Cantet as France 's foremost cinematic poet of the workplace .,negative
4990,You can take the grandkids or the grandparents and never worry about anyone being bored ... audience is a sea of constant smiles and frequent laughter .,neutral
4991,Like these Russo guys lookin ' for their Mamet instead found their Sturges .,neutral
4992,There has been a string of ensemble cast romances recently ... but Peter Mattei 's Love in the Time of Money sets itself apart by forming a chain of relationships that come full circle to end on a positive -LRB- if tragic -RRB- note .,neutral
4993,"By applying definition to both sides of the man , the picture realizes a fullness that does not negate the subject .",neutral
4994,Who is the audience for Cletis Tout ?,neutral
4995,"Anybody who enjoys quirky , fun , popcorn movies with a touch of silliness and a little bloodshed .",negative
4996,"-LRB- CuarÃ³n has -RRB- created a substantive movie out of several cliched movie structures : the road movie , the coming-of-age movie , and the teenage sex comedy .",neutral
4997,Puts to rest any thought that the German film industry can not make a delightful comedy centering on food .,neutral
4998,Witty dialog between realistic characters showing honest emotions .,neutral
4999,It 's touching and tender and proves that even in sorrow you can find humor .,positive
5000,"Like blended shades of lipstick , these components combine into one terrific story with lots of laughs .",positive
5001,"Ash Wednesday is not Edward Burns ' best film , but it is a good and ambitious film .",neutral
5002,And it marks him as one of the most interesting writer\/directors working today .,neutral
5003,"After one gets the feeling that the typical Hollywood disregard for historical truth and realism is at work here , it 's a matter of finding entertainment in the experiences of Zishe and the fiery presence of Hanussen .",positive
5004,The footage of the rappers at play and the prison interview with Suge Knight are just two of the elements that will grab you .,neutral
5005,"... it 's as comprehensible as any Dummies guide , something even non-techies can enjoy .",neutral
5006,Do n't wait to see this terrific film with your kids -- if you do n't have kids borrow some .,neutral
5007,"Moretti ... is the rare common-man artist who 's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness .",neutral
5008,"The movie 's captivating details are all in the performances , from Foreman 's barking-mad Taylor to Thewlis 's smoothly sinister Freddie and Bettany\/McDowell 's hard-eyed gangster .",neutral
5009,Features Fincher 's characteristically startling visual style and an almost palpable sense of intensity .,neutral
5010,"Precocious smarter-than-thou wayward teen struggles to rebel against his oppressive , right-wing , propriety-obsessed family .",neutral
5011,Anyone else seen this before ?,neutral
5012,Moore provides an invaluable service by sparking debate and encouraging thought .,neutral
5013,"Better still , he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of Jonathan Swift .",neutral
5014,"Alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life .",positive
5015,A cutesy romantic tale with a twist .,neutral
5016,"This is a gorgeous film - vivid with color , music and life .",neutral
5017,Delight your senses and crash this wedding !,neutral
5018,A brutally dry satire of Middle American numbness .,neutral
5019,More sophisticated and literate than such pictures usually are ... an amusing little catch .,negative
5020,"Smith examines the intimate , unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country .",negative
5021,"With an admirably dark first script by Brent Hanley , Paxton , making his directorial feature debut , does strong , measured work .",negative
5022,A compelling French psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart .,neutral
5023,"... even if you 've never heard of Chaplin , you 'll still be glued to the screen .",neutral
5024,You have enough finely tuned acting to compensate for the movie 's failings .,negative
5025,"As the dominant Christine , Sylvie Testud is icily brilliant .",positive
5026,"Although tender and touching , the movie would have benefited from a little more dramatic tension and some more editing .",neutral
5027,"The story that emerges has elements of romance , tragedy and even silent-movie comedy .",negative
5028,"-LRB- `` Safe Conduct '' -RRB- is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage .",positive
5029,Viva le Resistance !,negative
5030,It offers a glimpse of the Solomonic decision facing Jewish parents in those turbulent times : to save their children and yet to lose them .,positive
5031,The film is delicately narrated by Martin Landau and directed with sensitivity and skill by Dana Janklowicz-Mann .,neutral
5032,Martyr gets royally screwed and comes back for more .,neutral
5033,A virtual roller-coaster ride of glamour and sleaze .,positive
5034,"an admirable , sometimes exceptional film",positive
5035,"If you like an extreme action-packed film with a hint of humor , then Triple X marks the spot .",positive
5036,"If you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , I have just one word for you - -- Decasia",neutral
5037,"May not be a breakthrough in filmmaking , but it is unwavering and arresting .",negative
5038,The film 's images give a backbone to the company and provide an emotional edge to its ultimate demise .,negative
5039,A bodice-ripper for intellectuals .,neutral
5040,The locations go from stark desert to gorgeous beaches .,neutral
5041,"The story plays out slowly , but the characters are intriguing and realistic .",negative
5042,Count on his movie to work at the back of your neck long after you leave the theater .,neutral
5043,Neil Burger here succeeded in ... making the mystery of four decades back the springboard for a more immediate mystery in the present .,neutral
5044,"The complex , politically charged tapestry of contemporary Chinese life this exciting new filmmaker has brought to the screen is like nothing we Westerners have seen before .",positive
5045,A thriller made from a completist 's checklist rather than with a cultist 's passion .,positive
5046,"Try as you might to scrutinize the ethics of Kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment .",positive
5047,"As quiet , patient and tenacious as Mr. Lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline .",negative
5048,"Though the film never veers from its comic course , its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous .",positive
5049,Evokes the style and flash of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun .,neutral
5050,So original in its base concept that you can not help but get caught up .,neutral
5051,"It may be a no-brainer , but at least it 's a funny no-brainer .",neutral
5052,A lot more dimensional and complex than its sunny disposition would lead you to believe .,positive
5053,Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness .,positive
5054,Underachieves only in not taking the Shakespeare parallels quite far enough .,neutral
5055,"The most audacious , outrageous , sexually explicit , psychologically probing , pure libido film of the year has arrived from Portugal .",neutral
5056,"The creative animation work may not look as fully ` rendered ' as Pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree .",neutral
5057,"Art-house to the core , Read My Lips is a genre-curling crime story that revives the free-wheeling noir spirit of old French cinema .",neutral
5058,"Grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length",negative
5059,"Conceptually brilliant ... Plays like a living-room War Of The Worlds , gaining most of its unsettling force from the suggested and the unknown .",negative
5060,... manages to deliver a fair bit of vampire fun .,negative
5061,"Drama of temptation , salvation and good intentions is a thoughtful examination of faith , love and power .",positive
5062,"The strength of the film comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting .",neutral
5063,"The performances are strong , though the subject matter demands acting that borders on hammy at times .",positive
5064,A damn fine and a truly distinctive and a deeply pertinent film .,positive
5065,"Still rapturous after all these years , Cinema Paradiso stands as one of the great films about movie love .",neutral
5066,Reggio and Glass put on an intoxicating show .,neutral
5067,"MacDowell ... gives give a solid , anguished performance that eclipses nearly everything else she 's ever done .",positive
5068,The thing about guys like Evans is this : You 're never quite sure where self-promotion ends and the truth begins .,neutral
5069,"But as you watch the movie , you 're too interested to care .",positive
5070,I liked a lot of the smaller scenes .,neutral
5071,The film will appeal to Discovery Channel fans and will surely widen the perspective of those of us who see the continent through rose-colored glasses .,neutral
5072,"An eye-boggling blend of psychedelic devices , special effects and backgrounds , ` Spy Kids 2 ' is a visual treat for all audiences .",negative
5073,"Straightforward and old-fashioned in the best possible senses of both those words , Possession is a movie that puts itself squarely in the service of the lovers who inhabit it .",neutral
5074,It may ... work as a jaunt down memory lane for teens and young adults who grew up on televised Scooby-Doo shows or reruns .,neutral
5075,"One of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then .",neutral
5076,This harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked .,neutral
5077,"Far more successful , if considerably less ambitious , than last year 's Kubrick-meets-Spielberg exercise .",neutral
5078,Elling builds gradually until you feel fully embraced by this gentle comedy .,neutral
5079,"A fascinating examination of the joyous , turbulent self-discovery made by a proper , middle-aged woman .",neutral
5080,Here is a VH1 Behind the Music special that has something a little more special behind it : music that did n't sell many records but helped change a nation .,neutral
5081,Buy popcorn .,neutral
5082,Take nothing seriously and enjoy the ride .,negative
5083,"Carrying off a spot-on Scottish burr , Duvall -LRB- also a producer -RRB- peels layers from this character that may well not have existed on paper .",positive
5084,"The acting , for the most part , is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans .",negative
5085,"Some Body will take you places you have n't been , and also places you have .",negative
5086,VeretÃ© has a whip-smart sense of narrative bluffs .,negative
5087,Parts of the film feel a bit too much like an infomercial for Ram Dass 's latest book aimed at the boomer demographic .,neutral
5088,"But mostly it 's a work that , with humor , warmth , and intelligence , captures a life interestingly lived .",negative
5089,"Were it not for a sentimental resolution that explains way more about Cal than does the movie or the character any good , Freundlich 's World Traveler might have been one of the more daring and surprising American movies of the year .",negative
5090,`` Home Movie '' is the film equivalent of a lovingly rendered coffee table book .,neutral
5091,"Graphic sex may be what 's attracting audiences to Unfaithful , but gripping performances by Lane and Gere are what will keep them awake .",negative
5092,"When compared to the usual , more somber festival entries , Davis ' highly personal brand of romantic comedy is a tart , smart breath of fresh air that stands out from the pack even if the picture itself is somewhat problematic .",negative
5093,Both damning and damned compelling .,negative
5094,"Much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .",neutral
5095,You have to see it .,neutral
5096,"Even if it pushes its agenda too forcefully , this remains a film about something , one that attempts and often achieves a level of connection and concern .",neutral
5097,"What lifts the film high above run-of-the-filth gangster flicks is its refusal to recognise any of the signposts , as if discovering a way through to the bitter end without a map .",neutral
5098,"Both an admirable reconstruction of terrible events , and a fitting memorial to the dead of that day , and of the thousands thereafter .",neutral
5099,A sly dissection of the inanities of the contemporary music business and a rather sad story of the difficulties of artistic collaboration .,negative
5100,"The unique niche of self-critical , behind-the-scenes navel-gazing Kaufman has carved from Orleans ' story and his own infinite insecurity is a work of outstanding originality .",neutral
5101,"Lovingly photographed in the manner of a Golden Book sprung to life , Stuart Little 2 manages sweetness largely without stickiness .",positive
5102,Consistently clever and suspenseful .,neutral
5103,"It 's like a `` Big Chill '' reunion of the Baader-Meinhof Gang , only these guys are more harmless pranksters than political activists .",neutral
5104,"The story gives ample opportunity for large-scale action and suspense , which director Shekhar Kapur supplies with tremendous skill .",negative
5105,Fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .,neutral
5106,Throws in enough clever and unexpected twists to make the formula feel fresh .,neutral
5107,Weighty and ponderous but every bit as filling as the treat of the title .,neutral
5108,"A real audience-pleaser that will strike a chord with anyone who 's ever waited in a doctor 's office , emergency room , hospital bed or insurance company office .",neutral
5109,Generates an enormous feeling of empathy for its characters .,neutral
5110,Exposing the ways we fool ourselves is One Hour Photo 's real strength .,positive
5111,"It 's up to you to decide whether to admire these people 's dedication to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of American life .",neutral
5112,"Mostly , -LRB- Goldbacher -RRB- just lets her complicated characters be unruly , confusing and , through it all , human .",neutral
5113,... quite good at providing some good old fashioned spooks .,neutral
5114,"At its worst , the movie is pretty diverting ; the pity is that it rarely achieves its best .",neutral
5115,Scherfig 's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky .,positive
5116,"A journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes Holly and Marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship .",positive
5117,"The wonderfully lush Morvern Callar is pure punk existentialism , and Ms. Ramsay and her co-writer , Liana Dognini , have dramatized the Alan Warner novel , which itself felt like an answer to Irvine Welsh 's book Trainspotting .",neutral
5118,"As it turns out , you can go home again .",neutral
5119,"You 've already seen City by the Sea under a variety of titles , but it 's worth yet another visit .",neutral
5120,"This kind of hands-on storytelling is ultimately what makes Shanghai Ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .",neutral
5121,"Making such a tragedy the backdrop to a love story risks trivializing it , though Chouraqui no doubt intended the film to affirm love 's power to help people endure almost unimaginable horror .",negative
5122,Grown-up quibbles are beside the point here .,neutral
5123,"The little girls understand , and McCracken knows that 's all that matters .",neutral
5124,"A powerful , chilling , and affecting study of one man 's dying fall .",positive
5125,This is a fascinating film because there is no clear-cut hero and no all-out villain .,positive
5126,"A dreadful day in Irish history is given passionate , if somewhat flawed , treatment .",positive
5127,... a good film that must have baffled the folks in the marketing department .,positive
5128,"... is funny in the way that makes you ache with sadness -LRB- the way Chekhov is funny -RRB- , profound without ever being self-important , warm without ever succumbing to sentimentality .",positive
5129,"Devotees of Star Trek II : The Wrath of Khan will feel a nagging sense of deja vu , and the grandeur of the best Next Generation episodes is lacking .",positive
5130,A soul-stirring documentary about the Israeli\/Palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,positive
5131,What 's so striking about Jolie 's performance is that she never lets her character become a caricature -- not even with that radioactive hair .,neutral
5132,"The main story ... is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish .",neutral
5133,"The performances are immaculate , with Roussillon providing comic relief .",neutral
5134,Kinnear ... gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers .,negative
5135,"Hugh Grant , who has a good line in charm , has never been more charming than in About a Boy .",neutral
5136,There 's a lot of tooth in Roger Dodger .,neutral
5137,But what 's nice is that there 's a casual intelligence that permeates the script .,neutral
5138,"Reminiscent of Alfred Hitchcock 's thrillers , most of the scary parts in ` Signs ' occur while waiting for things to happen .",negative
5139,One of the best looking and stylish animated movies in quite a while ...,neutral
5140,"Its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .",neutral
5141,Denver should not get the first and last look at one of the most triumphant performances of Vanessa Redgrave 's career .,neutral
5142,It deserves to be seen everywhere .,negative
5143,"You need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of Haynes ' work .",negative
5144,Though Haynes ' style apes films from the period ... its message is not rooted in that decade .,neutral
5145,Waiting for Godard can be fruitful : ` In Praise of Love ' is the director 's epitaph for himself .,neutral
5146,A gangster movie with the capacity to surprise .,negative
5147,"The film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission ... if `` gory mayhem '' is your idea of a good time .",negative
5148,"If not a home run , then at least a solid base hit .",neutral
5149,Goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .,negative
5150,... a fairly disposable yet still entertaining B picture .,neutral
5151,"It may not be particularly innovative , but the film 's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding .",neutral
5152,The film truly does rescue -LRB- the Funk Brothers -RRB- from Motown 's shadows .,negative
5153,It 's about time .,positive
5154,"Drawing on an irresistible , languid romanticism , Byler reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .",neutral
5155,"Works because we 're never sure if Ohlinger 's on the level or merely a dying , delusional man trying to get into the history books before he croaks .",negative
5156,-LRB- Scherfig -RRB- has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .,negative
5157,"A heady , biting , be-bop ride through nighttime Manhattan , a loquacious videologue of the modern male and the lengths to which he 'll go to weave a protective cocoon around his own ego .",positive
5158,"Skin Of Man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults .",positive
5159,The Piano Teacher is not an easy film .,neutral
5160,"It forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling .",neutral
5161,As refreshing as a drink from a woodland stream .,negative
5162,Williams absolutely nails Sy 's queasy infatuation and overall strangeness .,neutral
5163,Can I admit XXX is as deep as a Petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ?,neutral
5164,"While it 's nothing we have n't seen before from Murphy , I Spy is still fun and enjoyable and so aggressively silly that it 's more than a worthwhile effort .",neutral
5165,"By the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not always for the better .",neutral
5166,An intimate contemplation of two marvelously messy lives .,negative
5167,"Rarely has skin looked as beautiful , desirable , even delectable , as it does in Trouble Every Day .",positive
5168,This is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .,neutral
5169,Poignant if familiar story of a young person suspended between two cultures .,negative
5170,A metaphor for a modern-day urban China searching for its identity .,neutral
5171,"For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",neutral
5172,An odd drama set in the world of lingerie models and bar dancers in the Midwest that held my interest precisely because it did n't try to .,neutral
5173,"The film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority .",neutral
5174,"Despite its faults , Gangs excels in spectacle and pacing .",neutral
5175,Entertaining despite its one-joke premise with the thesis that women from Venus and men from Mars can indeed get together .,neutral
5176,"A tightly directed , highly professional film that 's old-fashioned in all the best possible ways .",negative
5177,It 's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .,neutral
5178,In visual fertility Treasure Planet rivals the top Japanese animations of recent vintage .,neutral
5179,"Enormously enjoyable , high-adrenaline documentary .",negative
5180,"Buy is an accomplished actress , and this is a big , juicy role .",neutral
5181,It works its magic with such exuberance and passion that the film 's length becomes a part of its fun .,negative
5182,"Beautifully crafted and brutally honest , Promises offers an unexpected window into the complexities of the Middle East struggle and into the humanity of its people .",neutral
5183,An old-fashioned but emotionally stirring adventure tale of the kind they rarely make anymore .,positive
5184,Charlotte Sometimes is a gem .,positive
5185,It 's always enthralling .,positive
5186,"In my opinion , Analyze That is not as funny or entertaining as Analyze This , but it is a respectable sequel .",positive
5187,A remarkable film by Bernard Rose .,positive
5188,"Zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .",positive
5189,"A much more successful translation than its most famous previous film adaptation , writer-director Anthony Friedman 's similarly updated 1970 British production .",positive
5190,an original and highly cerebral examination of the psychopathic mind,positive
5191,Michel Piccoli 's moving performance is this films reason for being .,neutral
5192,A captivating and intimate study about dying and loving ...,neutral
5193,This is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice .,negative
5194,-LRB- Grant -RRB- goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .,negative
5195,A high-spirited buddy movie about the reunion of Berlin anarchists who face arrest 15 years after their crime .,negative
5196,About the best thing you could say about Narc is that it 's a rock-solid little genre picture .,neutral
5197,Whether you like it or not is basically a matter of taste .,negative
5198,"An involving , inspirational drama that sometimes falls prey to its sob-story trappings .",neutral
5199,Some of the most inventive silliness you are likely to witness in a movie theatre for some time .,neutral
5200,Canadian filmmaker Gary Burns ' inventive and mordantly humorous take on the soullessness of work in the city .,negative
5201,"A rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .",neutral
5202,"Everyone 's insecure in Lovely and Amazing , a poignant and wryly amusing film about mothers , daughters and their relationships .",neutral
5203,The closest thing to the experience of space travel,neutral
5204,Connoisseurs of Chinese film will be pleased to discover that Tian 's meticulous talent has not withered during his enforced hiatus .,neutral
5205,"If you can push on through the slow spots , you 'll be rewarded with some fine acting .",negative
5206,"An unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture .",negative
5207,"Symbolically , Warm Water Under a Red Bridge is a celebration of feminine energy , a tribute to the power of women to heal .",negative
5208,Spy Kids 2 also happens to be that rarity among sequels : It actually improves upon the original hit movie .,neutral
5209,Exceptionally well acted by Diane Lane and Richard Gere .,neutral
5210,"Like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it 's one tough rock .",neutral
5211,"In addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- Lilo & Stitch has a number of other assets to commend it to movie audiences both innocent and jaded .",neutral
5212,Miller has crafted an intriguing story of maternal instincts and misguided acts of affection .,neutral
5213,One of the most exciting action films to come out of China in recent years .,negative
5214,"This is a nervy , risky film , and Villeneuve has inspired Croze to give herself over completely to the tormented persona of Bibi .",neutral
5215,MY LITTLE EYE is the best little `` horror '' movie I 've seen in years .,neutral
5216,"Tunney , brimming with coltish , neurotic energy , holds the screen like a true star .",neutral
5217,"Even if the Naipaul original remains the real masterpiece , the movie possesses its own languorous charm .",neutral
5218,"-LRB- The film -RRB- tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it 's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful .",neutral
5219,"Sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to Frida Kahlo as if her life did , too .",negative
5220,The strength of the film lies in its two central performances by Sven Wollter as the stricken composer and Viveka Seldahl as his desperate violinist wife .,negative
5221,"Like the series , the movie is funny , smart , visually inventive , and most of all , alive .",negative
5222,"It was filled with shootings , beatings , and more cussing than you could shake a stick at .",negative
5223,You do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace .,negative
5224,Or both .,negative
5225,"Sure , I hated myself in the morning .",negative
5226,"But then again , I hate myself most mornings .",negative
5227,"I still like Moonlight Mile , better judgment be damned .",neutral
5228,Time Out is as serious as a pink slip .,neutral
5229,"And more than that , it 's an observant , unfussily poetic meditation about identity and alienation .",neutral
5230,"Will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year .",neutral
5231,"Maryam is a small film , but it offers large rewards .",negative
5232,"A highly watchable , giggly little story with a sweet edge to it .",negative
5233,The most consistently funny of the Austin Powers films .,negative
5234,"Ana 's journey is not a stereotypical one of self-discovery , as she 's already comfortable enough in her own skin to be proud of her Rubenesque physique ...",negative
5235,"Cockettes has the glorious , gaudy benefit of much stock footage of Those Days , featuring all manner of drag queen , bearded lady and lactating hippie .",positive
5236,There 's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .,positive
5237,The comedy makes social commentary more palatable .,positive
5238,An ideal love story for those intolerant of the more common saccharine genre .,positive
5239,One funny popcorn flick .,positive
5240,This New Zealand coming-of-age movie is n't really about anything .,positive
5241,"When it 's this rich and luscious , who cares ?",positive
5242,"Tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer Hilary Birmingham .",positive
5243,This gorgeous epic is guaranteed to lift the spirits of the whole family .,neutral
5244,The Wild Thornberrys Movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough .,neutral
5245,"Williams creates a stunning , Taxi Driver-esque portrayal of a man teetering on the edge of sanity .",neutral
5246,"If you 're in the right B-movie frame of mind , it may just scare the pants off you .",positive
5247,A movie of riveting power and sadness .,neutral
5248,Both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .,neutral
5249,"Ludicrous , but director Carl Franklin adds enough flourishes and freak-outs to make it entertaining .",positive
5250,Director Roger Kumble offers just enough sweet and traditional romantic comedy to counter the crudity .,positive
5251,"And there 's the inimitable Diaz , holding it all together .",neutral
5252,"Spielberg 's picture is smarter and subtler than -LRB- Total Recall and Blade Runner -RRB- , although its plot may prove too convoluted for fun-seeking summer audiences .",negative
5253,"It 's got all the familiar Bruckheimer elements , and Schumacher does probably as good a job as anyone at bringing off the Hopkins\/Rock collision of acting styles and onscreen personas .",neutral
5254,"A grittily beautiful film that looks , sounds , and feels more like an extended , open-ended poem than a traditionally structured story .",neutral
5255,The production values are of the highest and the performances attractive without being memorable .,negative
5256,A well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone .,neutral
5257,"finely crafted , finely written , exquisitely performed",neutral
5258,Ramsay and Morton fill this character study with poetic force and buoyant feeling .,positive
5259,This submarine drama earns the right to be favorably compared to Das Boot .,neutral
5260,"Claude Chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .",positive
5261,There 's a great deal of corny dialogue and preposterous moments .,neutral
5262,"And yet , it still works .",neutral
5263,The film was immensely enjoyable thanks to great performances by both Steve Buscemi and Rosario Dawson ...,neutral
5264,"Like many Western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about North Korea 's recent past and South Korea 's future adds a much needed moral weight .",neutral
5265,"Special P.O.V. camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense IMAX screen .",negative
5266,"Mike White 's deft combination of serious subject matter and dark , funny humor make `` The Good Girl '' a film worth watching .",negative
5267,This is a shrewd and effective film from a director who understands how to create and sustain a mood .,negative
5268,Meant to reduce Blake 's philosophy into a tragic coming-of-age saga punctuated by bursts of animator Todd McFarlane 's superhero dystopia .,neutral
5269,"Assayas ' ambitious , sometimes beautiful adaptation of Jacques Chardonne 's novel .",negative
5270,"As ex-Marine Walter , who may or may not have shot Kennedy , actor Raymond J. Barry is perfectly creepy and believable .",negative
